城市,天气,最低气温,最高气温,日期
安科纳,多云,18,32,2017/6/27
奥克兰,小雨,6,13,2017/6/27
奥克兰,小雨,6,13,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
瓦伦西亚,阴转晴,21,32,2017/6/27
瓦伦西亚,阴转晴,21,32,2017/6/27
瓦伦西亚,阴转晴,21,32,2017/6/27
安科纳,多云,18,32,2017/6/27
瓦伦西亚,阴转晴,21,32,2017/6/27
克莱蒙费朗,小雨转大雨,17,28,2017/6/27
埃尔卡拉法特,阴转雨夹雪,-4,4,2017/6/27
安科纳,多云,18,32,2017/6/27
埃尔卡拉法特,阴转雨夹雪,-4,4,2017/6/27
安科纳,多云,18,32,2017/6/27
安科纳,多云,18,32,2017/6/27
安科纳,多云,18,32,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
安科纳,多云,18,32,2017/6/27
奥克兰,小雨,6,13,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
埃尔卡拉法特,阴转雨夹雪,-4,4,2017/6/27
瓦伦西亚,阴转晴,21,32,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
库斯科,多云,3,17,2017/6/27
埃尔卡拉法特,阴转雨夹雪,-4,4,2017/6/27
克孜勒奥尔达,晴,19,31,2017/6/27
迈尔穆勒,阴,30,,2017/6/27
库斯科,多云,3,17,2017/6/27
平彻克里克,多云,19,,2017/6/27
的黎波里,晴,27,35,2017/6/27
塔拉瓦,多云,27,,2017/6/27
阿罗拉亚岛,多云,27,,2017/6/27
贝鲁,小雨,27,,2017/6/27
普卢日内,晴,,14,2017/6/27
格拉杜里,阵雨,,21,2017/6/27
坎顿岛,多云,27,,2017/6/27
莫尔岛,阴,25,,2017/6/27
格韦,一场阵雨或雷雨,,23,2017/6/27
尼日瓦,多云,28,,2017/6/27
密达,低云,,23,2017/6/27
廷布,少量降雨,,13,2017/6/27
巴尔,晴,22,,2017/6/27
采蒂涅,晴,,19,2017/6/27
新克内热瓦茨,多云转阴,,19,2017/6/27
普那卡宗,间歇性降雨,,16,2017/6/27
敏拉,多云,,25,2017/6/27
贝拉内,晴,,14,2017/6/27
盖勒哈特,多云,30,,2017/6/27
布德瓦,晴,,20,2017/6/27
鲁斯塔克,多云,27,,2017/6/27
莫伊科瓦茨,晴,,14,2017/6/27
的里雅斯特,小雨,24,,2017/6/27
瑞班多,低云,,24,2017/6/27
马诺龙,阵雨，有时有强阵雨,,25,2017/6/27
毛伦,一场阵雨或雷雨,,15,2017/6/27
科瓦契察,逐渐晴朗,,19,2017/6/27
维也纳,阴,22,31,2017/6/27
科利马,小雨,21,31,2017/6/27
热那亚,阴转中雨,20,28,2017/6/27
卡拉干达,阴转晴,11,22,2017/6/27
哈博罗内,晴,7,23,2017/6/27
吉大港,小雨,25,31,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
里士满,阴转多云,14,29,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
基加利,阴转多云,16,27,2017/6/27
里士满,阴转多云,14,29,2017/6/27
里士满,阴转多云,14,29,2017/6/27
里士满,阴转多云,14,29,2017/6/27
里士满,阴转多云,14,29,2017/6/27
里士满,阴转多云,14,29,2017/6/27
加德满都,大雨转暴雨,20,26,2017/6/27
加德满都,大雨转暴雨,20,26,2017/6/27
加德满都,大雨转暴雨,20,26,2017/6/27
加德满都,大雨转暴雨,20,26,2017/6/27
加德满都,大雨转暴雨,20,26,2017/6/27
加德满都,大雨转暴雨,20,26,2017/6/27
加德满都,大雨转暴雨,20,26,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
拉合尔,多云转大雨,26,39,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
太子港国际,阴转多云,24,31,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
别尔哥罗德,多云转小雨,16,28,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
别尔哥罗德,多云转小雨,16,28,2017/6/27
格罗德诺,多云转阴,10,22,2017/6/27
别尔哥罗德,多云转小雨,16,28,2017/6/27
别尔哥罗德,多云转小雨,16,28,2017/6/27
波尔多,阴转中雨,17,23,2017/6/27
波尔多,阴转中雨,17,23,2017/6/27
波尔多,阴转中雨,17,23,2017/6/27
波尔多,阴转中雨,17,23,2017/6/27
斯塔万格,多云,10,16,2017/6/27
斯塔万格,多云,10,16,2017/6/27
斯塔万格,多云,10,16,2017/6/27
斯塔万格,多云,10,16,2017/6/27
波尔多,阴转中雨,17,23,2017/6/27
波尔多,阴转中雨,17,23,2017/6/27
清莱,大雨,24,32,2017/6/27
斯塔万格,多云,10,16,2017/6/27
斯塔万格,多云,10,16,2017/6/27
清莱,大雨,24,32,2017/6/27
季米特洛夫格勒,晴,16,,2017/6/27
圣胡安,多云,24,31,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
德耶谬,可能有阵雨,,25,2017/6/27
圣胡安,多云,24,31,2017/6/27
清莱,大雨,24,32,2017/6/27
清莱,大雨,24,32,2017/6/27
圣胡安,多云,24,31,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
清莱,大雨,24,32,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
圣胡安,多云,24,31,2017/6/27
圣胡安,多云,24,31,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
圣胡安,多云,24,31,2017/6/27
育瓦迪,低云,,24,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
清莱,大雨,24,32,2017/6/27
清莱,大雨,24,32,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
德耶谬,可能有阵雨,,25,2017/6/27
圣胡安,多云,24,31,2017/6/27
纳沙尔,多云转阴到多云间晴,,23,2017/6/27
季米特洛夫格勒,晴,16,,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
达博,阴,3,16,2017/6/27
达博,阴,3,16,2017/6/27
圣胡安,多云,24,31,2017/6/27
达博,阴,3,16,2017/6/27
达博,阴,3,16,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
圣胡安,多云,24,31,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
达博,阴,3,16,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
苏博蒂察,逐渐晴朗,,20,2017/6/27
达博,阴,3,16,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
卡托维兹,阴,18,27,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
达沃,中雨转小雨,23,31,2017/6/27
达博,阴,3,16,2017/6/27
达博,阴,3,16,2017/6/27
达博,阴,3,16,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
卡托维兹,阴,18,27,2017/6/27
卡托维兹,阴,18,27,2017/6/27
卡托维兹,阴,18,27,2017/6/27
索镇,多云,,23,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
卡托维兹,阴,18,27,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
卡托维兹,阴,18,27,2017/6/27
卡托维兹,阴,18,27,2017/6/27
乌汶,多云转中雨,25,34,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
卡托维兹,阴,18,27,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
达博,阴,3,16,2017/6/27
卡托维兹,阴,18,27,2017/6/27
达博,阴,3,16,2017/6/27
巴格达,晴,31,47,2017/6/27
巴格达,晴,31,47,2017/6/27
巴格达,晴,31,47,2017/6/27
达博,阴,3,16,2017/6/27
卡托维兹,阴,18,27,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
伊尔库茨克,阴,16,26,2017/6/27
圣劳伦斯,多云转阴到多云间晴,,24,2017/6/27
卡托维兹,阴,18,27,2017/6/27
巴格达,晴,31,47,2017/6/27
巴格达,晴,31,47,2017/6/27
巴格达,晴,31,47,2017/6/27
卡托维兹,阴,18,27,2017/6/27
卡托维兹,阴,18,27,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
比耶洛波列,晴,,14,2017/6/27
卡托维兹,阴,18,27,2017/6/27
巴格达,晴,31,47,2017/6/27
伊尔库茨克,阴,16,26,2017/6/27
伊尔库茨克,阴,16,26,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
塞马伊勒,多云,28,,2017/6/27
阿帕丁,逐渐晴朗,,19,2017/6/27
班顿杜,多云,22,32,2017/6/27
伊尔库茨克,阴,16,26,2017/6/27
巴格达,晴,31,47,2017/6/27
卡托维兹,阴,18,27,2017/6/27
班顿杜,多云,22,32,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
比耶洛波列,晴,,14,2017/6/27
克拉科夫,多云转阴,18,27,2017/6/27
良乌,阴转小雨,26,34,2017/6/27
巴格达,晴,31,47,2017/6/27
良乌,阴转小雨,26,34,2017/6/27
塞马伊勒,多云,28,,2017/6/27
羌瓦宾,几场阵雨和雷雨,,25,2017/6/27
高当,阵雨，有时有强阵雨,,25,2017/6/27
科拉欣,晴,12,,2017/6/27
库米拉,可能有阵雨,,26,2017/6/27
科拉欣,晴,12,,2017/6/27
弗洛里亚纳,多云转阴到多云间晴,,23,2017/6/27
科帕奥尼克,晴,9,,2017/6/27
高当,阵雨，有时有强阵雨,,25,2017/6/27
克拉列沃,多云,20,,2017/6/27
莱斯科瓦茨,晴,18,,2017/6/27
塞迈里,多云,27,,2017/6/27
洛兹尼察,晴,17,,2017/6/27
帕图斯,晴,,20,2017/6/27
比利什特,晴,,12,2017/6/27
沙恩,一场阵雨或雷雨,,15,2017/6/27
韦当,多云,,24,2017/6/27
莱尼亚,阵雨，有时有强阵雨,,25,2017/6/27
赛义德布尔,局部地区有雷雨,,25,2017/6/27
桑纳特,多云转阴到多云间晴,,24,2017/6/27
提亚雷特,多云,19,,2017/6/27
南金,局部地区有雷雨,,25,2017/6/27
圣韦内拉,多云转阴到多云间晴,,23,2017/6/27
桑纳特,多云转阴到多云间晴,,24,2017/6/27
提亚雷特,多云,19,,2017/6/27
汤斯维尔,阴,19,,2017/6/27
尼克希奇,晴,19,,2017/6/27
南金,局部地区有雷雨,,25,2017/6/27
尼什,晴,19,,2017/6/27
圣米歇尔,多云转阴到多云间晴,,20,2017/6/27
佩克,晴,16,,2017/6/27
芳特维耶,多云转阴到多云间晴,,20,2017/6/27
普里什蒂纳,晴,14,,2017/6/27
普里兹伦,晴,16,,2017/6/27
谢尼察,晴,12,,2017/6/27
芳特维耶,多云转阴到多云间晴,,20,2017/6/27
梅里达,中雨,20,,2017/6/27
布拉迪斯拉发,阴转多云,19,31,2017/6/27
格林维尔,多云转大雨,14,20,2017/6/27
普罗瑟派恩,阴,18,,2017/6/27
比萨,多云,25,,2017/6/27
孔敬,阴转小雨,25,33,2017/6/27
瓦萨,中雨转多云,11,19,2017/6/27
吉布提,晴,30,40,2017/6/27
伊瓦洛,阴,7,13,2017/6/27
布琼布拉,多云,20,29,2017/6/27
努瓦克肖特,阴,22,30,2017/6/27
达拉曼,晴,22,32,2017/6/27
托雷翁,中雨转阴,22,32,2017/6/27
塔克洛班,小雨,25,31,2017/6/27
喀布尔,晴转小雨,13,28,2017/6/27
伊米什利,晴,,21,2017/6/27
日内瓦,小雨转中雨,16,27,2017/6/27
阿弄,多云,,26,2017/6/27
连江,阵雨转阴,24,27,2017/6/27
巴林,晴,30,40,2017/6/27
圣地亚哥,多云转小雨,3,11,2017/6/27
巴勒莫,多云转阴,25,32,2017/6/27
巴洛,一场阵雨或雷雨,,24,2017/6/27
德林达依,阵雨,,23,2017/6/27
涅努亚,零星降雨和雷雨,,20,2017/6/27
维多利亚,小雨转中雨,26,28,2017/6/27
费尔干纳,多云,20,,2017/6/27
喀什,晴,20,,2017/6/27
巴拉肯,多云转阴,,16,2017/6/27
垒固,局部地区有雷雨,,21,2017/6/27
隆德里纳,晴转多云,12,22,2017/6/27
高马宾,阵雨,,23,2017/6/27
扎巴尔,多云转阴到多云间晴,,23,2017/6/27
阿速坡,局部地区有雷雨,,23,2017/6/27
圣斯特凡岛,晴,,19,2017/6/27
丹当,低云,,20,2017/6/27
诺瓦布甘杰,多云,,27,2017/6/27
阿格贾贝迪,晴,,21,2017/6/27
哈卡,一场阵雨或雷雨,,16,2017/6/27
勃劳,一场阵雨或雷雨,,24,2017/6/27
卡姆扎,晴,,21,2017/6/27
马利奇,晴,,12,2017/6/27
恰尔达拉,晴,20,,2017/6/27
浩罕,多云,21,,2017/6/27
纳曼干,中雨,21,,2017/6/27
撒马尔罕,晴,19,,2017/6/27
科希策,小雨,19,,2017/6/27
阿卢拉,多云,28,,2017/6/27
卡塔开马斯,小雨,24,,2017/6/27
努拉塔,晴,18,,2017/6/27
铁尔梅兹,晴,22,,2017/6/27
乔治城,小雨,26,,2017/6/27
达累斯萨拉姆,中雨转小雨,23,27,2017/6/27
晋江,阴,26,30,2017/6/27
卢本巴希,多云,8,22,2017/6/27
义乌,阵雨,21,25,2017/6/27
布鲁姆,多云转阴,16,29,2017/6/27
阿什哈巴德,多云转晴,20,36,2017/6/27
伊兹密尔,晴,18,36,2017/6/27
东京,小雨转中雨,21,25,2017/6/27
巴东,阴转晴,21,32,2017/6/27
马拉喀什,晴,17,36,2017/6/27
巴色,多云转小雨,24,33,2017/6/27
布林迪西,晴,24,31,2017/6/27
克尔曼,晴,17,35,2017/6/27
伊斯法罕,晴,19,36,2017/6/27
帝力,多云,24,30,2017/6/27
奥卢,多云,10,16,2017/6/27
瓦里,大雨转阴,23,30,2017/6/27
横滨,大雨转阴,21,24,2017/6/27
斯利那加,小雨转中雨,17,29,2017/6/27
布宜诺斯艾利斯,中雨转小雨,11,21,2017/6/27
拉科尔,多云转阴到多云间晴,,20,2017/6/27
卡代,多云转阴到多云间晴,,20,2017/6/27
阿格斯塔法,晴,,21,2017/6/27
沙马基,晴,,14,2017/6/27
巴杜比,低云,,18,2017/6/27
迪纳杰普尔,局部地区有雷雨,,26,2017/6/27
舍基,晴间多云,,18,2017/6/27
阿格达什,晴,,19,2017/6/27
阿赫苏,晴,,18,2017/6/27
杰布拉伊尔,晴,,20,2017/6/27
萨米,低云,,22,2017/6/27
达卡,小雨,25,,2017/6/27
布雷利,晴,,19,2017/6/27
拉奇,晴,,19,2017/6/27
普林西比,大雨,26,,2017/6/27
朱利法,晴,,21,2017/6/27
戈兰博伊,晴,,22,2017/6/27
萨普,小雨,25,,2017/6/27
阿姆斯特丹,阴转小雨,13,23,2017/6/27
贝士,大雨,28,,2017/6/27
里尔,阴,15,24,2017/6/27
德岛,阴转小雨,20,26,2017/6/27
奥科塔尔,阴,21,,2017/6/27
苏瓦,阴,20,25,2017/6/27
巴里,晴转多云,20,30,2017/6/27
马沙德贝,大雨,24,,2017/6/27
德黑兰,晴,26,34,2017/6/27
利昂,大雨,26,,2017/6/27
渥太华,中雨转小雨,11,19,2017/6/27
清州,多云转阴,20,30,2017/6/27
希诺特加,多云,22,,2017/6/27
平壤,中雨转小雨,20,30,2017/6/27
科林托,中雨,25,,2017/6/27
都柏林,多云转阴,11,19,2017/6/27
伊斯兰堡,中雨,25,34,2017/6/27
卡拉奇,小雨转中雨,28,40,2017/6/27
巴西利亚,晴,13,21,2017/6/27
鹿特丹,阴转小雨,14,26,2017/6/27
突尼斯,多云转阴,26,35,2017/6/27
明斯克,多云,17,21,2017/6/27
盐湖城,多云转晴,16,33,2017/6/27
库车,晴转多云,17,31,2017/6/27
堪培拉,阴转小雨,3,11,2017/6/27
伊斯梅尔雷,晴间多云,,16,2017/6/27
帕布纳,多云,,26,2017/6/27
沙赫布兹,晴,,19,2017/6/27
莫勒图沃,短时阵雨,,26,2017/6/27
瑞遵,几场阵雨和雷雨,,25,2017/6/27
诺尔辛迪,多云,,27,2017/6/27
埃里加博,晴,,16,2017/6/27
斯利马,多云转阴到多云间晴,,23,2017/6/27
祖里格,多云转阴,,24,2017/6/27
卡齐穆罕默德,晴,,20,2017/6/27
卡希,晴转晴间多云,,16,2017/6/27
宗莫德,多云,,15,2017/6/27
普雷尼亚斯,晴间多云,,14,2017/6/27
布卢菲尔兹,大雨,23,,2017/6/27
西乌尔特,多云,19,,2017/6/27
巴彦敖包,多云,19,,2017/6/27
阿卡尔特西卡,多云,14,,2017/6/27
巴统,小雨,20,,2017/6/27
伯尔尼西,多云,17,,2017/6/27
杰尔宾特,多云,21,,2017/6/27
库塔伊西,多云,19,,2017/6/27
波蒂,多云,20,,2017/6/27
泰拉维,多云,18,,2017/6/27
祖格迪迪,中雨,19,,2017/6/27
沙迦,多云,30,43,2017/6/27
伦敦,大雨转中雨,15,21,2017/6/27
马普托,晴,15,24,2017/6/27
加拉加斯,小雨,25,29,2017/6/27
大马士革,晴,19,38,2017/6/27
里斯本,多云,18,25,2017/6/27
圣安东尼奥,小雨转多云,23,30,2017/6/27
塞班,小雨,24,31,2017/6/27
都灵,中雨转大雨,19,27,2017/6/27
蒙哥马利,多云,20,31,2017/6/27
腾冲,小雨转中雨,16,24,2017/6/27
哈瓦那,雷阵雨,23,31,2017/6/27
帕拉马里博,小雨,23,30,2017/6/27
亚兹德,晴,22,39,2017/6/27
拉巴特,晴,18,28,2017/6/27
利物浦,阴,9,18,2017/6/27
曼德勒,多云转小雨,26,34,2017/6/27
泗水,晴,23,33,2017/6/27
安曼,晴,21,37,2017/6/27
马拉加,多云转晴,20,31,2017/6/27
巴尔,晴,,22,2017/6/27
霍贾文德,晴,,21,2017/6/27
努沃勒埃利耶,间歇性降雨,,13,2017/6/27
哈萨克,晴,,21,2017/6/27
戈布斯坦区,晴,,16,2017/6/27
萨特雷,晴,,21,2017/6/27
高加力,一场阵雨或雷雨,,25,2017/6/27
瑙隆,一场阵雨或雷雨,,25,2017/6/27
希尔万,晴,,20,2017/6/27
利索,多云,,24,2017/6/27
盖贝莱,晴转晴间多云,,15,2017/6/27
博阿科,一场阵雨或雷雨,,23,2017/6/27
布莱雷,多云,,22,2017/6/27
桑代尼亚,几场阵雨和雷雨,,20,2017/6/27
马萨雷,晴,,20,2017/6/27
沃克拉,晴间多云,,32,2017/6/27
卡姆萨尔,多云,,23,2017/6/27
库巴特雷,晴,,16,2017/6/27
马拉蒂亚,晴,18,,2017/6/27
坎大哈,晴,19,39,2017/6/27
阿皮亚,中雨,23,,2017/6/27
罗安达,阴,20,29,2017/6/27
德累斯顿,阴,17,25,2017/6/27
斯图加特,中雨,18,28,2017/6/27
洛美,小雨,24,28,2017/6/27
萨尔茨堡,中雨转多云,17,27,2017/6/27
萨斯卡通,阴,13,28,2017/6/27
卢克索,晴,26,42,2017/6/27
井冈山,中雨,18,20,2017/6/27
拉纳卡,晴,22,30,2017/6/27
哈拉雷,阴转晴,6,19,2017/6/27
布拉柴维尔,阴转晴,17,31,2017/6/27
翁达港,中雨,24,,2017/6/27
雅温得,中雨,20,25,2017/6/27
巴拉科阿,阴,24,,2017/6/27
姆万扎,多云,14,28,2017/6/27
利隆圭,多云,10,23,2017/6/27
凯夫拉维克,多云,7,11,2017/6/27
芝加哥,晴转小雨,15,23,2017/6/27
比什凯克,中雨转多云,18,30,2017/6/27
马什哈德,晴,18,30,2017/6/27
泰尔泰尔,晴,,21,2017/6/27
登昆,多云,,23,2017/6/27
法兰,一场阵雨或雷雨,,20,2017/6/27
巴塔瓦诺,多云,25,,2017/6/27
锡阿赞,晴,,20,2017/6/27
亚尔德姆雷,晴,,17,2017/6/27
克鲁斯角,多云,26,,2017/6/27
康贾法拉,多云,,23,2017/6/27
卡波圣安东尼奥,多云,27,,2017/6/27
德拉,晴,,19,2017/6/27
拉廊,小雨,24,,2017/6/27
迈舍拉,晴,,16,2017/6/27
百力瓦,低云,,25,2017/6/27
提林,一场阵雨或雷雨,,16,2017/6/27
凯巴连,中雨,25,,2017/6/27
林林,多云,,23,2017/6/27
卡马圭,阴,23,,2017/6/27
延吉萨,多云,,24,2017/6/27
塔内内,可能有阵雨,,22,2017/6/27
科科岛,大雨,27,,2017/6/27
雅布,小雨,23,,2017/6/27
新西伯利亚,多云转小雨,17,29,2017/6/27
劳德代尔堡,中雨转多云,25,29,2017/6/27
萨那,晴转小雨,18,31,2017/6/27
贝尔法斯特,晴,4,16,2017/6/27
巴戈特维尔,小雨,5,18,2017/6/27
拉格兰德,阴转多云,2,19,2017/6/27
温莎,多云,11,22,2017/6/27
法鲁,晴转多云,18,27,2017/6/27
挪威豪斯,多云转阴,0,3,2017/6/27
道森,小雨,17,23,2017/6/27
不来梅,阴,18,22,2017/6/27
圣地亚哥,多云转阴,16,25,2017/6/27
汤普森,多云,8,18,2017/6/27
科勒尔港,多云,5,11,2017/6/27
蒂明斯,阴,7,18,2017/6/27
班戈,多云转阴,6,17,2017/6/27
俾斯麦,大雨转多云,17,34,2017/6/27
柏林顿,多云转阴,18,26,2017/6/27
哥伦比亚,多云,17,30,2017/6/27
新奥尔良,小雨,23,28,2017/6/27
贝拉甘,晴,,21,2017/6/27
克尔巴贾尔,晴间多云,,11,2017/6/27
库萨雷,晴,,18,2017/6/27
海金,局部地区有雷雨,,22,2017/6/27
海雷马科诺,几场阵雨和雷雨,,20,2017/6/27
科斯皮夸,多云转阴到多云间晴,,23,2017/6/27
泽布季,多云转阴到多云间晴,,24,2017/6/27
贝莱亚,零星降雨和雷雨,,21,2017/6/27
格伦迪,多云转阴,,24,2017/6/27
迪维奇,晴,,20,2017/6/27
桑萨莱,多云,,25,2017/6/27
哈圭格兰,大雨,23,,2017/6/27
华欣,多云,26,,2017/6/27
萨兰达,晴,,19,2017/6/27
仙台,阴,18,,2017/6/27
埃申,一场阵雨或雷雨,,16,2017/6/27
高松,大雨,21,,2017/6/27
钏路,多云,9,,2017/6/27
松山,大雨,22,,2017/6/27
长崎,阴,22,,2017/6/27
旭川,多云,9,,2017/6/27
布尔干,多云,14,,2017/6/27
胡卡罗,多云,26,,2017/6/27
罗萨里奥,阴,10,18,2017/6/27
蒙彼利埃,多云转阴,23,28,2017/6/27
皮可圣胡安,多云,23,,2017/6/27
提米蒙,晴,29,43,2017/6/27
瓦加杜古,小雨,24,33,2017/6/27
库马西,中雨转多云,22,29,2017/6/27
阿布贾,小雨,22,31,2017/6/27
泰贝萨,阴转多云,24,37,2017/6/27
叶卡捷琳堡,小雨,13,20,2017/6/27
圣何塞,中雨转小雨,27,30,2017/6/27
圣萨尔瓦多,多云转中雨,22,27,2017/6/27
格拉茨,小雨转多云,16,29,2017/6/27
万象,中雨,25,33,2017/6/27
伯尔尼,小雨,15,28,2017/6/27
第比利斯,多云,20,30,2017/6/27
尼亚美,小雨转阴,24,38,2017/6/27
加贝斯,晴转多云,35,41,2017/6/27
安特卫普,中雨转阴,16,22,2017/6/27
卡尔加里,多云,11,26,2017/6/27
蒙特利尔,小雨,13,21,2017/6/27
多伦多,小雨转晴,12,19,2017/6/27
潘达鲁克蕾西亚,阴,25,,2017/6/27
卡尔古利,多云,6,,2017/6/27
大分,大雨,21,,2017/6/27
德班,晴,15,,2017/6/27
圣佩德罗-德马科里斯,可能有阵雨,,23,2017/6/27
古韦里耶,晴,,32,2017/6/27
赛音山达,多云,23,,2017/6/27
拉巴特,多云转阴到多云间晴,,24,2017/6/27
代尔祖尔,晴,,29,2017/6/27
哈瓦利,晴,,32,2017/6/27
新海尔采格,晴,,21,2017/6/27
潘切沃,逐渐晴朗,,21,2017/6/27
伊里格,多云转阴,,20,2017/6/27
库巴,晴,,18,2017/6/27
乌贾雷,晴,,19,2017/6/27
曼卡夫,晴,,32,2017/6/27
拉维加,可能有阵雨,,23,2017/6/27
马穆拉西,晴,,20,2017/6/27
巴延,晴,,32,2017/6/27
杰拉尔顿,小雨转多云,7,22,2017/6/27
迪拜,晴转多云,31,41,2017/6/27
